gene,length
P15170,636
Q546S1,543
O60513,344
O60512,393
P55072,806
P55075,233
Q59GD8,2161
Q9GZM6,311
B7Z940,1011
Q9UKV5,643
P32121,409
Q5TF47,447
P46020,1240
P35268,128
P35269,517
Q2HXI4,1912
Q8TE59,1207
Q9NVR0,708
P35590,1138
O75452,317
P01275,183
Q09327,533
P14317,486
P14316,349
P14314,535
E7ES66,665
Q09328,741
B3KTS5,283
P60568,156
Q6UPP1,400
Q15096,638
A8KAI6,891
Q7L0Q8,258
A8CED1,304
O75636,299
Q99471,154
Q92499,740
Q9H015,551
Q7Z6M2,555
Q05329,585
Q9BYC2,517
B3KQ84,866
Q8NGS1,313
Q8NGS0,311
Q53XY6,221
Q8NGS2,313
Q8NGS5,346
E9PC42,710
Q8NGS7,320
Q8IVA0,549
Q8NGS9,318
P08559,428
Q13075,1403
E9PC49,747
Q13077,416
Q9BQ04,359
Q9UKQ9,250
Q5FBY1,452
P32881,189
Q9P1U0,126
B4E2N6,1096
B4E2N4,351
O94925,669
O94921,469
Q13387,824
O94923,617
Q6PJ21,355
O94929,683
Q14766,1721
Q99712,375
Q9NPD8,197
Q99717,465
Q99715,3063
Q99714,261
P14784,556
O76082,581
Q99719,417
P14780,707
Q9NPD5,748
Q04637,1624
B0FYA8,645
P28845,292
Q53ZY6,179
B0FYA7,645
B0FYA3,2161
Q05CH1,1544
P26992,372
P11362,822
P26440,423
P26441,200
Q86Y25,554
B7Z560,658
E9PQG7,3972
Q6P1M0,643
P55211,421
A2RUL8,526
Q9BW11,388
P55210,303
Q9HCL3,533
Q9HCL2,828
A6NK53,707
Q16543,378
A6NK59,587
A6NK58,231
Q6ZMB0,415
Q16549,785
Q6NUJ1,521
Q16798,604
B3KMQ2,346
Q9H3S5,423
Q6ZWT7,520
Q9H3S1,761
Q6PIF6,2117
P26196,483
Q86SW9,391
E9PGH6,357
Q6PJ25,1191
Q6P4R8,1299
Q9BUQ8,820
Q4G138,1165
Q6P4R6,983
Q6P4R1,1751
Q1W6H1,298
Q52M93,769
O43316,350
O43314,1278
O43315,342
B4DW01,453
Q96F46,866
P54652,639
Q5H8A4,983
Q8NCP5,570
O43318,606
Q7Z4P5,453
Q9BYC5,575
Q16720,1220
Q9NTG7,399
Q9UFF9,292
Q5SUJ9,961
Q14139,1066
Q96KE9,485
A6NLN1,557
B4DT04,618
Q2TAI8,982
P56945,916
Q5U079,347
Q5U077,334
Q96FV9,657
Q5QPH3,714
Q6FI36,198
Q9BY50,192
Q9UKQ2,775
O14653,232
Q6IAN0,325
O14654,1257
F5H6D3,282
P49591,536
F5H6D0,837
A6XMW0,1479
B3KWG8,1198
B3KWG9,310
Q7Z2Q5,440
Q9NZS2,232
Q9UNH5,610
Q8TBG4,499
O00300,401
Q9NQ03,307
P39905,211
C9DQJ5,555
P39900,470
P30622,1438
A8K0U7,511
P20908,1838
A8K0U5,253
C9JPG0,434
Q15562,450
Q96GL6,525
F8WDN9,334
Q15569,626
Q6ZMZ0,732
Q8NHY5,278
Q8NHY6,868
Q8NHY0,566
Q8NHY2,731
Q96DG6,245
Q6U736,382
Q8WWF6,145
Q96MT3,831
Q8TDV0,419
Q00526,305
Q07973,514
O00257,562
O00254,374
F5H5J1,542
O00253,132
Q92563,424
Q7Z3U5,1262
B3KVJ8,812
Q9Y4X1,527
Q9BZM6,244
Q9H2H8,161
Q9H2H0,198
Q9HAT1,526
P02778,98
A8K571,431
P57087,301
P02776,101
P02775,128
Q6PF04,617
Q9HAT2,523
Q5D044,1823
P17542,333
P17540,419
Q6PF09,620
B1AQT2,4377
P17544,494
O95319,521
O95863,264
O95861,324
Q9UJ42,338
B3KNP8,397
O95865,285
O95864,444
O15269,513
Q9H0R8,146
P35900,424
Q86W30,1437
B4DDU4,697
O15265,892
O15264,365
O15266,292
Q7RTV2,222
Q53XJ5,142
E7ETS0,1449
Q05CV3,591
P39019,145
A6H8L5,499
Q53XJ8,397
Q96CP5,490
Q9UK08,70
Q9UK05,429
Q8N6H7,521
Q68CK6,577
Q5XX13,1052
Q6NZ33,216
Q92824,1860
Q32ML3,514
P56385,69
Q92820,318
P56381,51
Q9H3N8,390
Q969D9,159
Q2PYN1,669
B3KML4,617
P00558,417
Q9Y6B6,198
B2R4C5,148
Q9Y587,149
P21462,350
O75845,299
O75844,475
Q04917,246
Q6NW43,1732
P09016,255
P09017,264
B4DHJ5,387
P09012,282
A2I2P0,586
Q6NX51,974
Q01344,420
P12883,1940
P12882,1939
P00734,622
Q4W5E3,690
P00736,705
P35670,1465
B7Z3K8,468
P58400,1548
Q14576,367
Q9HBH9,465
Q5DR82,418
B7Z3K2,501
Q14573,2671
Q8NFN8,814
B7Z5S8,458
Q9NRK6,738
B7Z5S7,771
P54840,703
Q9H171,577
P54845,237
P41221,381
Q9UHG3,505
P41223,145
P41222,224
P41225,446
P41227,235
P41226,1012
P41229,1560
Q9ULK5,521
Q96PF1,710
Q96PF2,358
Q92535,297
P49207,117
P46926,290
Q92530,271
P49765,207
Q7L8K3,304
Q14973,349
A1L306,1358
Q9H4S2,264
Q8NH54,315
B4DR31,572
P20336,220
P20337,219
Q546H9,548
P20333,461
D5KJA2,257
Q9BXF6,653
Q9HAQ2,790
Q02386,682
P20338,214
P20339,215
Q9UEK0,287
Q96RT1,1419
P41597,374
P41595,481
P41594,1212
B7Z9Q2,425
B3KQH9,2353
B3KQH8,695
B7Z9Q7,660
Q8IU85,385
Q9H200,1732
Q9H201,660
P06899,126
Q05469,1076
Q9H208,303
Q9H209,315
P11277,2137
B2RAZ5,344
P11274,1271
B4DGH1,2758
Q9BWR0,272
B4DRX2,594
O75150,1001
B7Z4S0,402
O75154,756
P11279,417
Q53T32,228
Q68CP4,663
Q8TEK3,1739
Q6NUL9,830
P17301,1181
Q05DA4,535
P17302,382
Q99961,368
Q12756,1799
P54219,525
Q05DA9,695
Q8TAK6,271
Q8WUG5,538
Q68CP9,1835
Q9Y6N7,1655
Q96BW1,309
Q9Y6N6,1575
Q8NB12,490
Q9UPS6,1966
Q5Y7D6,269
Q9Y4L1,999
Q8NB16,471
P08237,780
P11055,1940
Q5Y7D3,269
O15467,120
O15466,412
P18754,438
O15460,535
P25942,277
Q9NYV4,1490
Q9NYV7,291
Q9Y543,173
D4HNR6,153
Q75L79,220
Q5HY98,471
Q96IF9,806
O00139,706
P61289,254
Q96L46,248
F8WA69,916
Q96L42,1107
Q8IXB1,793
P0CV98,308
Q8NDP4,499
O95084,383
Q0VG99,397
Q13651,578
Q9H4B7,451
P56746,228
Q9BX93,195
Q8IUN9,316
A8IE48,454
P51523,738
P21266,225
Q5T626,788
Q86VN1,386
Q498Y5,433
Q498Y4,345
P49189,518
P84103,164
B4DXA2,456
Q5T8P4,502
P31749,480
P34998,444
D2JYH7,2029
D2JYH6,2871
P34995,402
D2JYH4,377
A4D2M0,370
P60880,206
B7Z2L2,384
Q6ZVD8,1323
P45844,824
Q5TAX3,1644
P04201,325
P33527,1531
O15075,740
B4DQP3,788
Q86WA8,852
Q7Z5R9,359
O15072,1205
Q9HC78,741
Q12905,390
Q9NZL4,362
P16435,677
Q9NSY1,1161
Q9HC73,371
Q2L4T1,341
Q9HC77,1338
Q9H0E7,712
P56748,233
A8K5R9,353
Q9NY57,414
Q01973,940
Q01970,1234
B2RB38,555
A8K5R1,203
A4D0S9,175
Q96NK8,337
Q6FGG4,84
A4D0S4,1761
Q6FGG2,100
Q6FGG1,95
Q9HBM1,226
Q96AZ6,181
P56179,175
P56178,289
P0C0S8,130
Q9HBM6,251
P21675,1895
P56177,255
O00628,323
P21673,701
P30291,646
P07711,333
Q86YC8,431
P02545,664
A8K4R4,1657
P02549,2419
Q12830,3046
Q12837,409
P29084,291
Q96KX5,1495
Q5VIY5,522
P40225,353
F5H1S0,666
B0I1S9,1136
F5H1S2,211
A8K383,670
A8K385,931
O00398,339
Q9BTP7,215
P04259,564
Q7Z5Y1,310
B7Z8R3,508
Q9Y2D8,614
B4DXZ1,561
F8W164,568
B4DXZ9,610
Q9Y2U5,619
P16885,1265
Q8N628,320
Q9NQT8,1826
Q8TDX9,2849
Q6IB98,352
Q8TDX5,336
O60573,245
Q8IZF7,708
F1D8P1,454
F1D8P2,579
F1D8P5,257
F1D8P4,470
F1D8P7,461
F1D8P6,574
B2BCH7,194
F1D8P8,477
Q59GJ0,1591
Q59GJ1,822
P35244,121
B7Z928,1011
P35247,375
Q5VU65,1888
O75437,659
P35243,200
O75438,89
O75439,490
P35249,363
P43034,410
Q59GV3,1245
Q9NVP1,670
Q9NVP2,202
Q9Y585,309
Q96BP3,646
O60610,1272
Q5T5Q4,687
Q8NBI5,504
P17931,250
B4E1Q9,270
Q9UHK6,394
P14373,513
Q7LDD5,489
Q6P2E9,1401
Q99884,666
Q5UBZ3,399
Q8NG94,326
P01019,485
Q0VAC9,357
B2R6F3,164
O75388,356
Q13017,1502
O75385,1050
Q13018,1463
O75387,559
O75380,172
O75381,377
O75382,744
Q14296,549
E9PC21,329
P52655,376
Q99081,702
A8K8N1,866
Q5SUL5,371
Q8NGQ3,325
Q8NGQ2,317
Q8NGQ1,327
P30990,170
Q9BXA5,334
Q8NGQ6,314
Q8NGQ5,310
Q8NGQ4,319
Q8N461,479
P84077,181
P48546,466
Q59FH2,1239
A6YF59,263
Q53Z40,485
Q9P1W8,387
Q9P1W9,311
Q8WVK2,158
Q66K77,940
Q66K74,1059
Q8NCG5,386
Q66K79,652
Q9P2G1,1089
Q9NPF4,335
Q9NPF5,467
Q9BSE5,352
Q9NPF0,282
Q9NPF2,352
O94907,266
O94906,941
Q86YG3,872
Q9ULX9,164
Q540R4,314
E9PFH7,1337
Q9UES4,1880
Q53TU3,461
Q8N4Y1,985
P41968,360
P28827,1466
P15428,266
Q8WV02,1198
Q9NUD9,493
B3KSU2,412
P49450,140
E7EWL7,904
Q96FT7,647
A6NFS0,485
A4FUW6,314
E9PDR7,179
Q6PID4,1009
Q7Z4K8,759
Q16520,125
Q59E88,480
P35548,267
P26640,1264
P26641,487
Q16527,243
Q16526,586
A6NK75,572
Q59E85,178
P56373,397
Q9H3Q3,398
Q14031,1691
B4DS92,644
Q14032,418
Q14749,295
Q6GMP0,587
E9PGN4,406
Q9HA47,282
Q8NGX5,313
Q14995,579
Q5JXB2,153
Q5K4L6,730
P51671,97
P22612,351
Q9NUU7,478
Q9UG14,573
Q96KG9,808
P49411,452
Q85KV6,319
Q6FI18,381
P49418,695
P49419,539
B4DQ72,296
Q9NXR7,383
Q9UK41,221
Q5U050,372
Q13111,956
Q58EZ8,1508
Q9Y2H1,464
B1AH88,169
B9A012,2215
Q9BY32,194
Q9Y2H8,683
Q9NSI5,407
E9PEP0,433
B4E0V2,484
Q9Y3F4,363
B4E0V9,205
P25205,853
B3KUJ0,424
B3KUJ3,2146
D3Y2A0,519
Q3LXA3,575
P25208,207
Q17RA0,918
B4E260,650
Q7Z724,255
Q7Z727,672
A6QL63,1104
Q9NQ69,397
A8K0K6,275
Q8TBE9,248
Q9BYN0,145
Q3YFM7,1104
Q2M3G0,1257
Q5STJ7,378
A6NJR3,377
Q9HB03,270
O95747,527
Q9NWW6,203
P01833,764
Q54A98,317
O95749,300
G0LNU5,773
Q03052,451
Q8NHW4,92
P69905,142
Q8NHW3,353
P05067,770
P05062,364
P55073,304
Q9NQI0,724
A8K778,381
E9PLZ5,758
B3KVH4,480
O00273,331
B3KVH2,846
Q7L2Z9,268
A6NHT5,1130
B3KVH9,412
P03886,319
B2R807,542
B2CKK9,906
A0AVG4,696
Q13825,339
Q01804,1114
Q5T013,277
P56696,695
Q9HAN9,279
P56545,513
B4DE58,155
Q8TD94,376
Q8TDF6,673
B4E391,325
B4E390,276
A8K596,918
Q53RG0,245
B4E398,516
Q96QS6,385
Q5SZP5,683
Q96NA8,514
A8K591,763
O95336,258
Q13415,861
Q32Q75,245
Q15173,497
Q15172,486
Q14118,895
Q08AR7,2098
P24347,488
Q9H0P5,4377
Q86W11,494
Q86W10,505
O15247,247
O15245,554
O15244,555
Q96QZ7,1491
D6RCQ5,144
Q4QQH3,973
Q9BXD5,320
Q9NXS3,571
P29474,1203
P29475,1468
Q9Y616,596
Q9Y617,370
B4DLN3,277
P32929,405
Q01105,290
Q13118,480
Q53XL8,440
P32927,897
P18669,254
Q9P225,4427
A4D2P1,211
A4D2P0,211
Q8NH04,317
P00533,1210
P51843,470
P63211,74
Q5VVQ3,505
Q32MN7,339
Q5VVQ6,348
Q08289,660
Q969J2,545
O43924,150
O43927,109
Q8TAM0,368
B4DJZ8,860
B4DJZ9,732
P08709,466
P08708,135
Q5VZ87,159
O43929,436
P63215,75
P01225,129
Q01362,244
Q05D78,711
P01222,138
A6NCD2,531
P01229,201
P10072,659
P10073,491
P10070,1586
P10071,1580
E5KS95,325
Q9H1R2,295
P10074,688
P09038,288
B3KPB2,561
P27930,398
Q9H992,704
A2TDB8,194
Q86TF7,264
P27694,616
P27695,318
P35442,1172
A6NP15,456
Q7LGC8,479
Q86WJ2,1472
P41208,172
A8K1H6,209
Q6ICQ8,191
Q49A31,1548
Q9UKY4,750
Q6ICQ9,181
Q5NUL3,377
Q92519,343
Q8NGT7,310
B3KR20,531
Q15843,81
Q9ULD4,1205
Q8N381,507
P23368,584
P52272,730
Q86WJ5,774
D2X2H6,848
Q96I13,439
E9PBQ0,212
Q5T9B9,658
Q53Y83,429
E9PBQ9,697
Q9Y5P1,312
Q0VAC6,428
B3KQV4,693
Q9UPC5,381
B3KQV3,421
Q9UEE5,414
Q58EY4,1105
Q58EY0,470
O75173,837
B4DRZ5,682
Q9H222,651
Q9H223,541
O75175,753
Q9H227,469
Q9H228,398
P06870,262
Q05481,1191
Q5TBB1,331
P11215,1152
Q96T66,252
P11217,842
P11216,843
Q5TBB8,290
Q6UB28,335
Q15369,112
O60391,1043
Q13224,1484
Q60FE5,2647
Q8N146,312
Q96T68,719
Q8N142,457
Q8N141,532
Q96B33,292
Q8N148,313
Q8N149,483
Q15771,203
Q15772,3267
E5KRP6,616
E5KRP5,616
Q15776,578
B4DPP1,528
Q8WUA8,353
P59901,499
P23759,520
O15409,740
O60294,686
Q99523,831
B4DEP9,169
P14598,390
A8K0X1,793
E9PF86,570
O15400,261
O15403,523
Q9BQF6,1050
Q5F1R6,531
Q969U7,264
B2KJ49,390
B2KJ48,390
Q96RR4,588
Q9NYT6,803
Q9UG28,446
Q13905,1094
A4D1Q0,466
Q9UJU2,399
Q9UJU3,913
P50416,773
Q9UJU5,478
Q9Y5B0,961
Q8NDV3,1235
E9PSB2,322
Q96S21,281
Q9Y5B6,917
Q9Y5B8,376
Q6IZA2,365
P19021,4640
Q8IXD7,282
B2R8N0,455
B4DI48,273
Q9NX09,232
B2R5B3,130
Q6KC79,2804
Q6JV85,356
B4DI46,436
B4DI41,656
P38606,617
Q9Y2T6,319
Q58WW2,920
Q16880,541
Q16881,649
E9PKS3,630
P33897,745
Q9UH77,587
Q7L7X3,1001
Q03426,396
Q92556,727
Q9Y5X9,500
Q8WZA1,748
Q6ZNZ0,253
P62424,266
P48549,501
Q49A69,1144
Q9HC52,389
B2RDD6,495
B7Z2B6,2845
P48547,511
O96024,378
P48544,419
O14756,317
O14757,492
Q8IXZ3,490
O14753,267
Q8N1N4,520
Q9NZJ0,730
Q14UU9,282
Q9NZJ6,369
C3W5P5,1032
O43524,673
P15248,144
A6NNY8,438
O96020,404
Q16089,155
Q9UHC1,1453
Q16082,182
Q99877,126
Q9NY43,387
Q96RP3,112
P10586,1907
A1A5C6,838
P10588,404
P10589,423
P13164,125
Q9UGL1,1544
Q9Y281,166
Q5T4S7,5183
B4DHM0,434
Q9Y285,508
E9PGQ5,3674
Q5T764,474
E9PGQ9,3177
Q8NCK8,888
B4DY42,618
F1T0H3,237
B7ZVW3,214
Q86UQ4,5058
E9PHS4,1104
B5MC72,483
A8K4P7,1017
E9PAM0,292
A2VDJ6,644
P55286,799
A2VDJ2,508
Q96C10,678
P55285,790
Q5VY80,246
P55289,794
Q4ZFY1,491
Q9Y4D1,1078
P56730,875
P0C2W1,286
B7Z8T7,753
Q5T208,709
B4DG68,1468
O60551,529
O60806,448
B5B2S0,1075
B5B2S1,1075
B2CQT6,708
Q6GZ77,357
Q6GZ76,357
A6NDW6,526
Q9Y3D8,264
Q7LBX6,931
Q7LBX7,931
Q6GZ79,357
Q6GZ78,357
Q15118,556
F1D8R9,541
F1D8R8,461
F1D8R3,404
Q9P0M6,372
F1D8R0,414
F1D8R6,470
D6RDI3,552
Q96NI8,536
Q9Y427,326
Q9Y421,112
O75419,598
Q9Y3I1,522
Q8NBK3,428
O75414,186
O75417,2726
O75410,805
O75411,480
Q8N652,355
Q8NGC2,313
Q53XS2,589
D3DPA4,509
F5GYY9,682
D3DS54,280
Q6PXP3,512
P05230,155
P05231,252
Q8N2M8,674
P17661,470
P06028,123
Q05BN7,1009
O95297,269
O95298,119
O95299,429
B3KTW0,776
P01034,146
A5D8Z4,2880
P01037,141
P08514,1039
Q9BXC1,333
Q8TCD5,201
P08047,785
Q8IYK8,340
Q6YHK3,1445
Q9Y4E8,981
P08519,4548
Q5JPC7,558
Q8NCN2,500
B4E182,365
E9PC01,541
A8K8L7,341
A8K8L2,659
Q99062,836
Q75RY1,453
Q8N335,351
B4E2R6,535
Q59FJ6,511
Q8IW08,961
P46063,649
P46060,587
Q86U05,535
B7Z900,437
Q6AI14,798
Q66K91,288
Q92729,1446
P42765,397
P42766,123
Q96KR4,692
Q16670,478
Q9NPH9,171
Q9NPH2,558
P42768,502
Q9NPH0,428
O94966,1449
Q5JR94,208
Q8TC12,318
E9PFJ5,504
F5H2T7,325
A6NMH3,594
P18124,248
A8MXC6,1211
Q05CT3,726
P15407,271
P15408,326
Q9UI17,866
Q9UI10,544
Q76L83,1435
P24666,158
Q8WV28,456
B3KSW2,546
Q5TYJ8,596
Q8IWY8,852
Q53SB5,470
Q99640,568
Q9HCP7,309
Q8IWY7,1649
Q96S42,347
Q9HCP0,422
P07864,332
B8ZWD7,148
B8ZWD6,148
B8ZWD1,148
B7ZLI7,221
Q53XS6,738
B8ZWD2,148
O43688,288
B1APW5,1241
P52824,942
E5KPM6,424
E5KPM7,424
E5KPM5,424
F5H0R5,668
Q68VJ8,558
E5KPM8,424
E5KPM9,424
A2VCK8,70
Q8IV61,690
B2RCW4,741
A2A6V3,584
Q5VVJ2,828
B2RCW8,529
Q14012,370
Q14011,297
Q9UPY8,281
P19237,187
P19235,508
Q7Z4P3,128
Q5T4L6,84
E9PGL0,428
Q9UKU6,1024
Q59G02,472
O14929,419
Q9BSK1,485
Q9GZS0,605
Q5SUN5,378
Q96P67,336
O43353,540
O14920,756
A8K3Y2,334
Q9GZS9,411
Q9ULZ1,130
Q9ULZ3,195
Q96TA2,773
Q96FJ2,89
Q96FJ0,436
Q5T3U5,1492
Q9ULZ9,606
A7WPU8,204
E9KL23,418
O60237,982
O60235,418
E9KL27,153
E9KL26,543
O60231,1041
Q8IZK9,226
Q6MZM7,2387
B4DQ11,756
Q6MZM3,1231
Q9UPY3,1922
Q96G74,571
F5GZM6,531
Q96MS0,1386
Q5VT14,381
B4E0T3,542
D3DSM5,1754
D3DSM4,1754
Q9UHX1,559
F5H6H8,1106
Q15699,326
P31513,532
Q9Y6D9,803
Q5TB22,265
A8W6Z7,521
P11150,499
B4DGD7,550
Q9UGM6,360
A6NJP5,559
P51151,201
P22894,467
A8K0I1,1220
Q8TBC5,510
P25325,298
P20941,246
P49888,294
O95760,270
P23945,695
P23946,247
P13378,290
Q6AZW6,703
P23942,346
P13807,737
P13805,278
Q5T782,356
E9PER5,279
B4DGQ6,603
Q8NHU3,365
P05000,195
Q15717,326
Q9H2K2,1166
Q9UBN7,1215
Q9UBN6,386
Q9UBN4,977
Q8WTS1,349
Q7Z322,1771
B7ZKN0,1461
A2IXV4,701
A2IXV5,614
F8WAL2,364
F6WC43,454
Q96BN2,335
P18074,760
O00212,210
O00213,712
P55345,433
P18075,431
F5H791,334
O00217,210
O00214,358
Q7Z3Y8,459
O95370,742
P48681,1621
Q9H2L9,568
Q05901,458
Q7Z3Y7,464
Q5H9I0,405
B4DMZ3,667
Q6NSJ9,3685
Q9UBU8,362
Q86VW9,977
B1AQP2,154
B1AQP4,327
A8MTJ6,420
O95352,703
O95359,2948
A8CDT9,1880
Q9UQ35,2752
Q9NWU1,459
Q9UJ83,578
Q9Y6W5,498
Q9H7R0,627
Q6EEV6,95
B4DDQ5,524
Q86UB8,1444
B4DDQ8,562
Q49AF1,471
Q9BV68,326
Q9C056,277
P29459,253
Q12974,167
Q53TM1,125
P29322,1005
P29323,1055
P29320,983
B2RD38,4486
B3KXP2,376
P62834,184
P28329,748
B7ZA27,847
Q01167,660
Q04446,702
P28325,142
P28324,431
Q53XN1,69
Q8WV35,223
Q9UIC8,338
Q969H6,163
P09238,476
Q969H0,707
P09237,267
P09234,159
Q96CT2,655
Q5W141,605
P04350,450
P25774,331
P51828,1080
Q9BZZ2,1709
P00519,1130
P0C7N1,319
Q13797,1035
Q15283,850
P08729,469
B2R995,604
B5MD19,1257
O43909,919
O43908,158
Q9Y6F1,539
P08727,400
Q9Y6F6,904
Q9GZN1,396
Q9GZN0,384
O95977,384
O95971,181
Q9GZN4,317
O95972,392
Q9BQS7,1212
P43489,277
Q9NXW2,375
B3KPJ1,250
Q07866,630
P35638,192
Q07864,2297
Q9NRW1,208
Q8NFR9,667
Q6P1L6,599
P35637,526
Q07869,468
P32942,547
Q4VBL3,319
Q4VBL2,374
A6NP33,179
P42574,277
P42575,452
B5MCR5,379
Q9H7Z6,467
A6NIQ6,163
F8W6E0,334
Q13126,283
Q2L880,603
Q92572,193
B3KR02,250
Q7Z5F4,304
O43242,534
Q86VZ1,359
Q01638,556
P42680,631
P42681,527
Q6IS15,331
P42684,1182
P42685,505
Q9HAU8,494
Q6IQ55,1649
P08183,1280
Q9H4W6,596
A6NCF5,533
Q8N831,410
Q9H9H3,871
Q9Y3L5,183
Q96RG2,1323
Q02846,1103
Q5VZS4,399
Q5JXL9,1258
P06850,196
P26232,953
P06858,475
B2R776,395
Q13202,625
Q9Y3R4,380
Q13200,908
Q13207,712
B2R773,244
Q17R53,312
B4DRT7,334
O75197,1615
B4DRT5,521
O75191,536
O75190,326
B2R778,832
O75192,247
E9PE18,441
P11233,206
Q8NER1,850
P11230,501
E9PE13,747
P11234,228
Q8N162,312
Q969N2,578
Q92886,237
Q92887,1545
B4DU87,761
Q15758,541
Q6P3T1,1209
A5X2G7,173
Q15751,4862
Q15750,504
B4DER3,2758
P54198,1017
B2RMP1,494
P23771,443
A0A962,1072
P59923,1031
B4DPV7,831
E9PCK8,609
Q92889,916
A6NFE9,152
A5JUY4,712
P51808,152
Q5Y7H2,500
Q99547,160
P51809,220
A6NM84,523
Q86WV8,1164
Q59EN4,529
Q96RP6,147
Q59FQ1,860
Q9NUT2,735
Q8N3T1,639
E9PMK7,514
Q8IXF0,938
Q59EN6,630
Q49A43,331
Q8IXF9,307
P21953,392
Q8IUJ6,2009
Q15029,972
Q5TCJ6,761
Q14103,355
A8K7P6,450
Q02153,641
Q9NX24,153
Q02156,737
Q5SZQ8,465
Q8WTU0,396
Q6FH92,160
Q6FH91,210
Q5SZQ7,465
P13498,195
Q7Z4Y4,227
B2RDZ2,155
Q9BRB3,760
Q6ZRS2,3230
Q03405,335
Q03154,408
P10619,480
Q06432,222
P13497,986
B2RDZ9,291
Q9NZH5,202
Q9NZH6,218
Q9NZH7,164
Q9NZH0,429
P16471,622
P16473,764
Q8NI60,647
Q14803,160
Q9NZH8,169
Q14807,665
P12544,262
O14771,459
O14772,594
A8K5V0,430
P15260,489
O14775,395
O14776,1098
O14777,642
P62068,366
Q86V86,326
Q9UJW0,460
P47881,315
Q9UJW3,386
F5H098,352
F5H099,436
Q9UJW8,692
Q9UNX3,145
Q13618,768
P56134,98
P16157,1982
Q4LE70,2845
Q9BU89,302
P37287,484
P16519,638
E9PHQ4,581
E9PHQ1,1070
Q8NCI4,983
B4DHC3,1472
Q658Y7,836
Q95366,455
Q8TA92,797
Q96CW1,460
P15169,537
Q96PD7,388
A4D214,157
Q96C36,359
Q5JVG8,444
B3KX51,361
B7ZAW0,1500
Q9UGP5,575
Q5T7S2,503
B4DG40,520
Q8TE23,839
A3FMP9,468
Q13614,643
P51124,257
Q96RE7,527
P51512,607
Q5JYQ1,638
Q13616,776
Q549M9,202
O60828,265
P30038,563
Q9Y2Q3,226
E7EPK6,289
Q13617,764
P17707,334
P17706,415
Q59GN6,546
Q59GN4,973
Q59GN9,791
Q96PD5,634
Q9P0K8,574
P13637,1226
P13631,454
P18859,119
A4D0W4,926
Q96EY5,273
Q6NXT2,135
A4D0W0,96
Q8TCG5,803
B4DNU1,1150
Q9UKW6,265
B4DNU5,438
Q6IQ22,244
Q8NBE8,558
C9JBV1,116
P78417,241
Q8IY63,956
Q9NNW7,524
P78410,334
Q8TCG2,481
B4E1U0,364
A8K920,1932
A8K251,741
Q9C0D9,397
A8K259,418
A6NJK9,489
A8KAG8,408
Q9UM47,2321
Q96S37,553
B4DXK5,428
Q15034,1050
P17643,537
Q15031,903
Q6FG82,115
Q86V97,674
O15164,1050
P35610,550
O15160,346
Q6FG85,113
O15169,862
Q8IYI8,595
Q8TE56,1095
F1DSG4,323
P08069,1367
Q8NGM9,314
Q8NGM8,313
Q9BXM7,581
A1L4Q0,567
Q9Y4K3,522
Q8NGM1,316
Q8TE58,950
Q5JS54,162
B7ZKS8,2127
F8VTJ5,1245
Q9BZJ8,451
C9JH64,342
P50613,346
B4E2T9,232
P62993,217
P62995,288
Q92743,480
Q9BVF5,294
Q92747,370
Q92968,403
Q9H511,634
B3VK56,1468
Q9NPJ8,142
Q5SRL0,465
Q8TCT0,537
Q99952,460
Q9NPJ1,570
Q8TCT1,292
Q99959,881
Q99958,501
Q04656,1500
Q9UI33,1791
Q9UI32,602
D3DWC4,419
Q8IWV7,1749
P22223,829
Q01449,175
Q6UWP7,414
E7EP23,891
Q96JK2,942
Q96JK9,1138
Q05CV5,691
P18146,543
Q19VH0,649
Q9UGF5,321
Q7Z6K3,402
Q14258,630
O75694,1391
P0C5Y9,115
Q14254,483
B3KN91,329
B2R6B9,230
Q9NSV4,1193
Q8TBZ7,790
P27338,520
P19438,455
D5KJA1,257
Q8IU80,811
P41146,370
Q53SD4,536
F1DAM6,362
Q59H90,1912
Q59H91,2758
Q9UIX4,513
Q59H94,2725
B3KXM0,133
Q59H97,1053
B7ZLK5,740
Q9Y6B7,739
P30304,524
A5HJR3,557
P30305,580
Q5VVH1,660
Q14781,532
Q96LU5,166
P31785,369
P41143,372
Q2VIQ3,1234
P46059,708
P53567,150
Q86YC2,1186
O94941,541
Q92953,911
Q7Z7M9,940
B7Z7R1,1211
B2R4X7,186
B2RCU6,559
B4DS53,554
Q9BUF9,172
O14905,357
O14904,365
Q8TDR2,534
O14901,512
P16284,738
P41439,287
Q5DT03,533
Q9GZQ4,415
Q16787,3335
Q9GZQ8,125
Q59G63,517
P15090,132
C9JWD4,408
O75037,1670
P49458,86
P49459,152
O75030,526
Q9ULX3,412
B3KP75,577
Q9ULX7,337
P49454,3210
Q86Y82,299
Q8IZI9,196
E5FQ95,433
O60216,631
Q86Y85,513
O60218,316
Q5J793,950
Q0VAP6,1255
Q0VAP5,1255
Q6NVC0,323
Q7Z4Q4,458
P42229,794
Q9BRZ2,755
A6ND48,311
F5H6N3,260
A6NIJ9,312
Q13416,577
P15309,386
Q7Z2W7,1104
Q13410,526
P59551,318
B3KUN1,309
Q9Y5N1,445
B3KUN3,432
B3KUN4,370
Q13418,452
P14410,1827
P11171,864
P11172,480
E9PG21,904
P14415,290
P14416,443
P11177,359
P63218,68
A7REI1,432
